Motifs,Observed,Expected,Expected SD,Effect Size,P-value,Degree,Group
[''],0.0,0,3.8669996509048934,0.0,1.7376842830337127e-07,0,2
['rsp'],5.0,15,3.8669996509048934,-1.483800199297611,0.0026366430934037823,1,4
['pm'],22.0,15,3.8669996509048934,0.4547992560382456,0.11870888921338348,1,3
['am'],48.0,15,3.8669996509048934,1.545947144096441,1e-10,1,1
['al'],2.0,15,3.8669996509048934,-2.4838001992976113,2.4899904415985147e-05,1,2
['lm'],104.0,15,3.8669996509048934,2.645482817647355,1e-10,1,1
"['rsp', 'pm']",2.0,3,1.9732095159298624,-0.7210859732865864,0.44959997297926596,2,4
"['rsp', 'am']",1.0,3,1.9732095159298624,-1.3060484740077427,0.19786905708410618,2,4
"['rsp', 'al']",0.0,3,1.9732095159298624,-2.3060484740077425,0.03787905610979933,2,4
"['rsp', 'lm']",4.0,3,1.9732095159298624,0.01587962087961985,0.8013028368901001,2,3
"['pm', 'am']",16.0,3,1.9732095159298624,1.7814143672425968,3.2717769558251025e-06,2,1
"['pm', 'al']",0.0,3,1.9732095159298624,-2.3060484740077425,0.03787905610979933,2,4
"['pm', 'lm']",18.0,3,1.9732095159298624,1.941879039435843,1.481392178138116e-07,2,1
"['am', 'al']",2.0,3,1.9732095159298624,-0.7210859732865864,0.44959997297926596,2,4
"['am', 'lm']",35.0,3,1.9732095159298624,2.8638765274345697,1e-10,2,1
"['al', 'lm']",17.0,3,1.9732095159298624,1.8638765274345697,7.169816598993125e-07,2,1
"['rsp', 'pm', 'am']",0.0,0,0.9915063474883862,-0.9900957383444497,1.0,3,4
"['rsp', 'pm', 'al']",0.0,0,0.9915063474883862,-0.9900957383444497,1.0,3,4
"['rsp', 'pm', 'lm']",4.0,0,0.9915063474883862,1.3318323565429127,0.017963787781476358,3,3
"['rsp', 'am', 'al']",0.0,0,0.9915063474883862,-0.9900957383444497,1.0,3,4
"['rsp', 'am', 'lm']",0.0,0,0.9915063474883862,-0.9900957383444497,1.0,3,4
"['rsp', 'al', 'lm']",1.0,0,0.9915063474883862,0.009904261655550197,0.6276557019319269,3,3
"['pm', 'am', 'al']",0.0,0,0.9915063474883862,-0.9900957383444497,1.0,3,4
"['pm', 'am', 'lm']",9.0,0,0.9915063474883862,2.331832356542913,9.143379160993228e-07,3,1
"['pm', 'al', 'lm']",2.0,0,0.9915063474883862,0.5948667623767063,0.2591989061347101,3,3
"['am', 'al', 'lm']",5.0,0,0.9915063474883862,1.5948667623767063,0.0033820212684846445,3,3
"['rsp', 'pm', 'am', 'al']",0.0,0,0.496363981690211,-0.3179745457395026,1.0,4,4
"['rsp', 'pm', 'am', 'lm']",3.0,0,0.496363981690211,1.6820254542604973,0.0020621885297981007,4,3
"['rsp', 'pm', 'al', 'lm']",0.0,0,0.496363981690211,-0.3179745457395026,1.0,4,4
"['rsp', 'am', 'al', 'lm']",0.0,0,0.496363981690211,-0.3179745457395026,1.0,4,4
"['pm', 'am', 'al', 'lm']",1.0,0,0.496363981690211,0.6820254542604973,0.21860949994707268,4,3
"['rsp', 'pm', 'am', 'al', 'lm']",0.0,0,0.2482582831346419,-0.08630115691918487,1.0,5,4
