Motifs,Observed,Expected,Expected SD,Effect Size,P-value,Degree,Group
[''],0.0,0,4.3162492802154055,0.0,3.6746551756715188e-09,0,2
['rsp'],14.0,19,4.3162492802154055,-0.46193361668063454,0.24466345615072052,1,4
['pm'],4.0,19,4.3162492802154055,-2.046896117401791,3.6436750269866486e-05,1,2
['am'],63.0,19,4.3162492802154055,1.631175787710847,1e-10,1,1
['al'],187.0,19,4.3162492802154055,3.185764639388484,1e-10,1,1
['lm'],59.0,19,4.3162492802154055,1.5380663833193655,1e-10,1,1
"['rsp', 'pm']",0.0,4,2.202447613579038,-2.5644269486377937,0.011596032241496624,2,4
"['rsp', 'am']",8.0,4,2.202447613579038,0.6054980528045184,0.16573570261216833,2,3
"['rsp', 'al']",1.0,4,2.202447613579038,-1.564426948637794,0.1038990170620041,2,4
"['rsp', 'lm']",3.0,4,2.202447613579038,-0.564426948637794,0.6443609570663429,2,4
"['pm', 'am']",0.0,4,2.202447613579038,-2.5644269486377937,0.011596032241496624,2,4
"['pm', 'al']",0.0,4,2.202447613579038,-2.5644269486377937,0.011596032241496624,2,4
"['pm', 'lm']",0.0,4,2.202447613579038,-2.5644269486377937,0.011596032241496624,2,4
"['am', 'al']",11.0,4,2.202447613579038,1.0205355520833626,0.018770188968919535,2,3
"['am', 'lm']",5.0,4,2.202447613579038,0.020535552083362454,0.8208792563895394,2,3
"['al', 'lm']",12.0,4,2.202447613579038,1.1360127695032982,0.004496288057756063,2,3
"['rsp', 'pm', 'am']",0.0,1,1.1066948396735208,-1.1562671630518033,0.6399446145618557,3,4
"['rsp', 'pm', 'al']",0.0,1,1.1066948396735208,-1.1562671630518033,0.6399446145618557,3,4
"['rsp', 'pm', 'lm']",0.0,1,1.1066948396735208,-1.1562671630518033,0.6399446145618557,3,4
"['rsp', 'am', 'al']",1.0,1,1.1066948396735208,-0.15626716305180335,1.0,3,4
"['rsp', 'am', 'lm']",2.0,1,1.1066948396735208,0.42869533766935275,0.34789093947140914,3,3
"['rsp', 'al', 'lm']",1.0,1,1.1066948396735208,-0.15626716305180335,1.0,3,4
"['pm', 'am', 'al']",0.0,1,1.1066948396735208,-1.1562671630518033,0.6399446145618557,3,4
"['pm', 'am', 'lm']",0.0,1,1.1066948396735208,-1.1562671630518033,0.6399446145618557,3,4
"['pm', 'al', 'lm']",0.0,1,1.1066948396735208,-1.1562671630518033,0.6399446145618557,3,4
"['am', 'al', 'lm']",3.0,1,1.1066948396735208,0.8437328369481967,0.12653749443301304,3,3
"['rsp', 'pm', 'am', 'al']",0.0,0,0.5540291885451524,-0.386479888596234,1.0,4,4
"['rsp', 'pm', 'am', 'lm']",0.0,0,0.5540291885451524,-0.386479888596234,1.0,4,4
"['rsp', 'pm', 'al', 'lm']",0.0,0,0.5540291885451524,-0.386479888596234,1.0,4,4
"['rsp', 'am', 'al', 'lm']",1.0,0,0.5540291885451524,0.6135201114037659,0.2645891070030008,4,3
"['pm', 'am', 'al', 'lm']",0.0,0,0.5540291885451524,-0.386479888596234,1.0,4,4
"['rsp', 'pm', 'am', 'al', 'lm']",0.0,0,0.2770997498374908,-0.10675031506086764,1.0,5,4
