Motifs,Observed,Expected,Expected SD,Effect Size,P-value,Degree,Group
[''],0.0,0,1.7691357547190327,0.0,0.07999991111512234,0,4
['rsp'],0.0,3,1.7691357547190327,-2.10534766826062,0.07999991111512234,1,4
['pm'],4.0,3,1.7691357547190327,0.21658042662674235,0.5728981094697914,1,3
['am'],0.0,3,1.7691357547190327,-2.10534766826062,0.07999991111512234,1,4
['al'],1.0,3,1.7691357547190327,-1.10534766826062,0.2627100854682155,1,4
['lm'],52.0,3,1.7691357547190327,3.6225727863025794,1e-10,1,1
"['rsp', 'pm']",0.0,0,0.9027348904379848,-0.868492075264945,1.0,2,4
"['rsp', 'am']",0.0,0,0.9027348904379848,-0.868492075264945,1.0,2,4
"['rsp', 'al']",0.0,0,0.9027348904379848,-0.868492075264945,1.0,2,4
"['rsp', 'lm']",0.0,0,0.9027348904379848,-0.868492075264945,1.0,2,4
"['pm', 'am']",2.0,0,0.9027348904379848,0.7164704254562112,0.20007018152915346,2,3
"['pm', 'al']",0.0,0,0.9027348904379848,-0.868492075264945,1.0,2,4
"['pm', 'lm']",1.0,0,0.9027348904379848,0.13150792473505502,0.5644793279294928,2,3
"['am', 'al']",0.0,0,0.9027348904379848,-0.868492075264945,1.0,2,4
"['am', 'lm']",1.0,0,0.9027348904379848,0.13150792473505502,0.5644793279294928,2,3
"['al', 'lm']",0.0,0,0.9027348904379848,-0.868492075264945,1.0,2,4
"['rsp', 'pm', 'am']",0.0,0,0.4536099014030449,-0.2707542543159486,1.0,3,4
"['rsp', 'pm', 'al']",0.0,0,0.4536099014030449,-0.2707542543159486,1.0,3,4
"['rsp', 'pm', 'lm']",0.0,0,0.4536099014030449,-0.2707542543159486,1.0,3,4
"['rsp', 'am', 'al']",0.0,0,0.4536099014030449,-0.2707542543159486,1.0,3,4
"['rsp', 'am', 'lm']",0.0,0,0.4536099014030449,-0.2707542543159486,1.0,3,4
"['rsp', 'al', 'lm']",0.0,0,0.4536099014030449,-0.2707542543159486,1.0,3,4
"['pm', 'am', 'al']",0.0,0,0.4536099014030449,-0.2707542543159486,1.0,3,4
"['pm', 'am', 'lm']",2.0,0,0.4536099014030449,1.3142082464052076,0.018371576874499158,3,3
"['pm', 'al', 'lm']",0.0,0,0.4536099014030449,-0.2707542543159486,1.0,3,4
"['am', 'al', 'lm']",0.0,0,0.4536099014030449,-0.2707542543159486,1.0,3,4
"['rsp', 'pm', 'am', 'al']",0.0,0,0.227084392717069,-0.07259921729413409,1.0,4,4
"['rsp', 'pm', 'am', 'lm']",0.0,0,0.227084392717069,-0.07259921729413409,1.0,4,4
"['rsp', 'pm', 'al', 'lm']",0.0,0,0.227084392717069,-0.07259921729413409,1.0,4,4
"['rsp', 'am', 'al', 'lm']",0.0,0,0.227084392717069,-0.07259921729413409,1.0,4,4
"['pm', 'am', 'al', 'lm']",0.0,0,0.227084392717069,-0.07259921729413409,1.0,4,4
"['rsp', 'pm', 'am', 'al', 'lm']",0.0,0,0.11357709975377962,-0.018495167406940283,1.0,5,4
