Motifs,Observed,Expected,Expected SD,Effect Size,P-value,Degree,Group
[''],0.0,0,3.4241035234951887,0.0,5.82852691497531e-06,0,2
['rsp'],8.0,12,3.4241035234951887,-0.5713474695886124,0.24217826679081944,1,4
['pm'],29.0,12,3.4241035234951887,1.1656181245775936,2.383215628042399e-05,1,1
['am'],33.0,12,3.4241035234951887,1.3461903702194147,3.2862734821311636e-07,1,1
['al'],17.0,12,3.4241035234951887,0.4286525304113876,0.18597570395146823,1,3
['lm'],83.0,12,3.4241035234951887,2.6510449517478354,1e-10,1,1
"['rsp', 'pm']",4.0,3,1.7472134124730618,0.2886639703541171,0.5575032198848799,2,3
"['rsp', 'am']",3.0,3,1.7472134124730618,-0.03326412453324516,1.0,2,4
"['rsp', 'al']",2.0,3,1.7472134124730618,-0.44830162381208905,0.7748459746494324,2,4
"['rsp', 'lm']",1.0,3,1.7472134124730618,-1.0332641245332452,0.38331627932495527,2,4
"['pm', 'am']",25.0,3,1.7472134124730618,2.667175593607847,1e-10,2,1
"['pm', 'al']",2.0,3,1.7472134124730618,-0.44830162381208905,0.7748459746494324,2,4
"['pm', 'lm']",3.0,3,1.7472134124730618,-0.03326412453324516,1.0,2,4
"['am', 'al']",1.0,3,1.7472134124730618,-1.0332641245332452,0.38331627932495527,2,4
"['am', 'lm']",3.0,3,1.7472134124730618,-0.03326412453324516,1.0,2,4
"['al', 'lm']",10.0,3,1.7472134124730618,1.426167494104052,0.0012566382853554448,2,1
"['rsp', 'pm', 'am']",4.0,0,0.8779469057382459,1.4954712921906828,0.007964591563890422,3,3
"['rsp', 'pm', 'al']",0.0,0,0.8779469057382459,-0.8264568026966798,1.0,3,4
"['rsp', 'pm', 'lm']",0.0,0,0.8779469057382459,-0.8264568026966798,1.0,3,4
"['rsp', 'am', 'al']",0.0,0,0.8779469057382459,-0.8264568026966798,1.0,3,4
"['rsp', 'am', 'lm']",0.0,0,0.8779469057382459,-0.8264568026966798,1.0,3,4
"['rsp', 'al', 'lm']",0.0,0,0.8779469057382459,-0.8264568026966798,1.0,3,4
"['pm', 'am', 'al']",1.0,0,0.8779469057382459,0.17354319730332024,0.5391094072205298,3,3
"['pm', 'am', 'lm']",3.0,0,0.8779469057382459,1.1735431973033204,0.043386211557239734,3,3
"['pm', 'al', 'lm']",0.0,0,0.8779469057382459,-0.8264568026966798,1.0,3,4
"['am', 'al', 'lm']",1.0,0,0.8779469057382459,0.17354319730332024,0.5391094072205298,3,3
"['rsp', 'pm', 'am', 'al']",0.0,0,0.43951430361361404,-0.2549945076464441,1.0,4,4
"['rsp', 'pm', 'am', 'lm']",2.0,0,0.43951430361361404,1.3299679930747121,0.016393036818139684,4,3
"['rsp', 'pm', 'al', 'lm']",0.0,0,0.43951430361361404,-0.2549945076464441,1.0,4,4
"['rsp', 'am', 'al', 'lm']",0.0,0,0.43951430361361404,-0.2549945076464441,1.0,4,4
"['pm', 'am', 'al', 'lm']",0.0,0,0.43951430361361404,-0.2549945076464441,1.0,4,4
"['rsp', 'pm', 'am', 'al', 'lm']",1.0,0,0.21982470616962058,0.9319032175792792,0.047188079457511856,5,3
