,rsp,pm,am,al,lm
cell_451,0.31187453,0.0,0.0,1.0,0.0
cell_777,1.0,0.0,0.0,0.92741935,0.0
cell_1456,0.23100304,0.0,0.0,1.0,0.0
cell_1692,1.0,0.0,0.0,0.33952528,0.0
cell_1700,1.0,0.0,0.0,0.98122807,0.0
cell_2607,0.51274249,0.0,0.0,1.0,0.0
