,rsp,pm,am,al,lm
cell_12,0.0,0.0,0.0,1.0,0.22612788
cell_17,0.0,0.0,0.0,1.0,0.20599371
cell_98,0.0,0.0,0.0,1.0,0.29907236
cell_106,0.0,0.0,0.0,1.0,0.64086933
cell_107,0.0,0.0,0.0,1.0,0.07668522
cell_133,0.0,0.0,0.0,1.0,0.22755505
cell_187,0.0,0.0,0.0,1.0,0.34508349
cell_197,0.0,0.0,0.0,1.0,0.13667285
cell_198,0.0,0.0,0.0,1.0,0.47579693
cell_211,0.0,0.0,0.0,1.0,0.6157372
cell_218,0.0,0.0,0.0,0.89164599,1.0
cell_230,0.0,0.0,0.0,1.0,0.08606399
cell_276,0.0,0.0,0.0,1.0,0.7136954
cell_313,0.0,0.0,0.0,1.0,0.76035345
cell_318,0.0,0.0,0.0,1.0,0.49845393
cell_343,0.0,0.0,0.0,1.0,0.13773069
cell_350,0.0,0.0,0.0,0.36223118,1.0
cell_367,0.0,0.0,0.0,1.0,0.1289105
cell_368,0.0,0.0,0.0,1.0,0.49845393
cell_397,0.0,0.0,0.0,1.0,0.52168326
cell_439,0.0,0.0,0.0,1.0,0.17725146
cell_457,0.0,0.0,0.0,1.0,0.59620944
cell_459,0.0,0.0,0.0,1.0,0.40989399
cell_507,0.0,0.0,0.0,0.88714734,1.0
cell_518,0.0,0.0,0.0,1.0,0.59620944
cell_539,0.0,0.0,0.0,0.69704434,1.0
cell_569,0.0,0.0,0.0,0.4066092,1.0
cell_597,0.0,0.0,0.0,0.10547381,1.0
cell_624,0.0,0.0,0.0,0.45743534,1.0
cell_635,0.0,0.0,0.0,0.97586207,1.0
cell_647,0.0,0.0,0.0,0.81321839,1.0
cell_675,0.0,0.0,0.0,1.0,0.77664125
cell_724,0.0,0.0,0.0,0.46785394,1.0
cell_726,0.0,0.0,0.0,1.0,0.23155375
cell_735,0.0,0.0,0.0,0.62380526,1.0
cell_737,0.0,0.0,0.0,1.0,0.24662529
cell_743,0.0,0.0,0.0,1.0,0.44529567
cell_744,0.0,0.0,0.0,0.17823007,1.0
cell_753,0.0,0.0,0.0,0.76557918,1.0
cell_762,0.0,0.0,0.0,1.0,0.06562252
cell_773,0.0,0.0,0.0,1.0,0.35623653
cell_793,0.0,0.0,0.0,0.25519306,1.0
cell_794,0.0,0.0,0.0,1.0,0.99746229
cell_797,0.0,0.0,0.0,1.0,0.35623653
cell_820,0.0,0.0,0.0,1.0,0.45123294
cell_823,0.0,0.0,0.0,0.20793509,1.0
cell_842,0.0,0.0,0.0,1.0,0.25728194
cell_848,0.0,0.0,0.0,1.0,0.33813559
cell_857,0.0,0.0,0.0,1.0,0.27602906
cell_860,0.0,0.0,0.0,0.10147919,1.0
cell_863,0.0,0.0,0.0,0.25877193,1.0
cell_870,0.0,0.0,0.0,0.84930274,1.0
cell_879,0.0,0.0,0.0,0.39261948,1.0
cell_881,0.0,0.0,0.0,1.0,0.16561743
cell_883,0.0,0.0,0.0,0.65869219,1.0
cell_885,0.0,0.0,0.0,0.51754386,1.0
cell_886,0.0,0.0,0.0,0.47773279,1.0
cell_905,0.0,0.0,0.0,0.62105263,1.0
cell_911,0.0,0.0,0.0,1.0,0.6440678
cell_913,0.0,0.0,0.0,0.51754386,1.0
cell_917,0.0,0.0,0.0,0.75906433,1.0
cell_929,0.0,0.0,0.0,0.21415608,1.0
cell_931,0.0,0.0,0.0,0.40858726,1.0
cell_935,0.0,0.0,0.0,0.34502924,1.0
cell_936,0.0,0.0,0.0,1.0,0.45463609
cell_938,0.0,0.0,0.0,0.16785206,1.0
cell_941,0.0,0.0,0.0,0.24071807,1.0
cell_942,0.0,0.0,0.0,1.0,0.42266949
cell_948,0.0,0.0,0.0,0.57504873,1.0
cell_957,0.0,0.0,0.0,0.48304094,1.0
cell_960,0.0,0.0,0.0,1.0,0.87827427
cell_966,0.0,0.0,0.0,0.51754386,1.0
cell_969,0.0,0.0,0.0,1.0,0.65277142
cell_972,0.0,0.0,0.0,1.0,0.09661017
cell_973,0.0,0.0,0.0,1.0,0.11864407
cell_979,0.0,0.0,0.0,0.75279107,1.0
cell_996,0.0,0.0,0.0,1.0,0.70847458
cell_998,0.0,0.0,0.0,0.3150267,1.0
cell_1011,0.0,0.0,0.0,1.0,0.87260798
cell_1012,0.0,0.0,0.0,1.0,0.9661017
cell_1020,0.0,0.0,0.0,1.0,0.57966102
cell_1024,0.0,0.0,0.0,1.0,0.71767554
cell_1034,0.0,0.0,0.0,1.0,0.34503632
cell_1036,0.0,0.0,0.0,0.28229665,1.0
cell_1052,0.0,0.0,0.0,0.43582641,1.0
cell_1063,0.0,0.0,0.0,0.37639553,1.0
cell_1073,0.0,0.0,0.0,1.0,0.12333213
cell_1090,0.0,0.0,0.0,1.0,0.6440678
cell_1094,0.0,0.0,0.0,1.0,0.22881356
cell_1095,0.0,0.0,0.0,1.0,0.60381356
cell_1100,0.0,0.0,0.0,0.25877193,1.0
cell_1102,0.0,0.0,0.0,0.26204752,1.0
cell_1103,0.0,0.0,0.0,0.28229665,1.0
cell_1107,0.0,0.0,0.0,0.36967419,1.0
cell_1111,0.0,0.0,0.0,0.69005848,1.0
cell_1129,0.0,0.0,0.0,1.0,0.92009685
cell_1138,0.0,0.0,0.0,0.27770646,1.0
cell_1154,0.0,0.0,0.0,0.15751335,1.0
cell_1159,0.0,0.0,0.0,1.0,0.24152542
cell_1160,0.0,0.0,0.0,0.62105263,1.0
cell_1166,0.0,0.0,0.0,0.69005848,1.0
cell_1167,0.0,0.0,0.0,1.0,0.78495763
cell_1175,0.0,0.0,0.0,1.0,0.20127119
cell_1219,0.0,0.0,0.0,0.91087719,1.0
cell_1233,0.0,0.0,0.0,0.26711941,1.0
cell_1243,0.0,0.0,0.0,1.0,0.24152542
cell_1271,0.0,0.0,0.0,0.43406904,1.0
cell_1274,0.0,0.0,0.0,0.24071807,1.0
cell_1292,0.0,0.0,0.0,0.73934837,1.0
cell_1295,0.0,0.0,0.0,1.0,0.21078582
cell_1306,0.0,0.0,0.0,0.8625731,1.0
cell_1308,0.0,0.0,0.0,1.0,0.60381356
cell_1309,0.0,0.0,0.0,0.36967419,1.0
cell_1319,0.0,0.0,0.0,0.27602339,1.0
cell_1344,0.0,0.0,0.0,0.34502924,1.0
cell_1350,0.0,0.0,0.0,1.0,0.70599739
cell_1361,0.0,0.0,0.0,0.77631579,1.0
cell_1362,0.0,0.0,0.0,0.22501907,1.0
cell_1380,0.0,0.0,0.0,0.47773279,1.0
cell_1387,0.0,0.0,0.0,0.60101868,1.0
cell_1389,0.0,0.0,0.0,1.0,0.51324153
cell_1396,0.0,0.0,0.0,1.0,0.77288136
cell_1397,0.0,0.0,0.0,0.90570175,1.0
cell_1403,0.0,0.0,0.0,1.0,0.75141243
cell_1409,0.0,0.0,0.0,0.87584345,1.0
cell_1418,0.0,0.0,0.0,0.4217024,1.0
cell_1434,0.0,0.0,0.0,1.0,0.79561316
cell_1435,0.0,0.0,0.0,1.0,0.40254237
cell_1446,0.0,0.0,0.0,0.40591675,1.0
cell_1455,0.0,0.0,0.0,0.32123412,1.0
cell_1457,0.0,0.0,0.0,1.0,0.70261941
cell_1496,0.0,0.0,0.0,0.37106918,1.0
cell_1498,0.0,0.0,0.0,0.5645933,1.0
cell_1504,0.0,0.0,0.0,0.23524721,1.0
cell_1506,0.0,0.0,0.0,0.60380117,1.0
cell_1511,0.0,0.0,0.0,0.34502924,1.0
cell_1532,0.0,0.0,0.0,1.0,0.1035109
cell_1534,0.0,0.0,0.0,0.38134811,1.0
cell_1536,0.0,0.0,0.0,0.54798762,1.0
cell_1548,0.0,0.0,0.0,0.47773279,1.0
cell_1556,0.0,0.0,0.0,0.39362491,1.0
cell_1567,0.0,0.0,0.0,1.0,0.6440678
cell_1583,0.0,0.0,0.0,0.30443756,1.0
cell_1591,0.0,0.0,0.0,1.0,0.35130971
cell_1599,0.0,0.0,0.0,1.0,0.72457627
cell_1601,0.0,0.0,0.0,0.51754386,1.0
cell_1609,0.0,0.0,0.0,0.70821791,1.0
cell_1610,0.0,0.0,0.0,0.69005848,1.0
cell_1612,0.0,0.0,0.0,0.95546559,1.0
cell_1614,0.0,0.0,0.0,0.39431913,1.0
cell_1618,0.0,0.0,0.0,1.0,0.40873533
cell_1622,0.0,0.0,0.0,0.79622132,1.0
cell_1624,0.0,0.0,0.0,0.63255361,1.0
cell_1632,0.0,0.0,0.0,0.1056212,1.0
cell_1636,0.0,0.0,0.0,1.0,0.46204864
cell_1649,0.0,0.0,0.0,0.12512049,1.0
cell_1652,0.0,0.0,0.0,0.36728919,1.0
cell_1656,0.0,0.0,0.0,0.57843137,1.0
cell_1681,0.0,0.0,0.0,1.0,0.30363196
cell_1685,0.0,0.0,0.0,1.0,0.57966102
cell_1693,0.0,0.0,0.0,1.0,0.43913713
cell_1696,0.0,0.0,0.0,1.0,0.57966102
cell_1735,0.0,0.0,0.0,1.0,0.55205811
cell_1744,0.0,0.0,0.0,0.80506823,1.0
cell_1752,0.0,0.0,0.0,1.0,0.9661017
cell_1761,0.0,0.0,0.0,0.11011571,1.0
cell_1762,0.0,0.0,0.0,0.15055821,1.0
cell_1767,0.0,0.0,0.0,1.0,0.77288136
cell_1769,0.0,0.0,0.0,0.2179132,1.0
cell_1772,0.0,0.0,0.0,0.34502924,1.0
cell_1792,0.0,0.0,0.0,1.0,0.26348228
cell_1797,0.0,0.0,0.0,1.0,0.49543677
cell_1979,0.0,0.0,0.0,1.0,0.80822059
cell_2017,0.0,0.0,0.0,1.0,0.88519398
cell_2084,0.0,0.0,0.0,0.17483389,1.0
cell_2092,0.0,0.0,0.0,0.86072067,1.0
cell_2108,0.0,0.0,0.0,1.0,0.80822059
cell_2126,0.0,0.0,0.0,0.35232443,1.0
cell_2129,0.0,0.0,0.0,1.0,0.75687816
cell_2144,0.0,0.0,0.0,1.0,0.3153659
cell_2177,0.0,0.0,0.0,0.66060831,1.0
cell_2183,0.0,0.0,0.0,0.88081108,1.0
cell_2188,0.0,0.0,0.0,0.18683871,1.0
cell_2204,0.0,0.0,0.0,1.0,0.17201776
cell_2210,0.0,0.0,0.0,1.0,0.11167055
cell_2215,0.0,0.0,0.0,1.0,0.30275126
