,rsp,pm,am,al,lm
cell_2493,0.08468049,0.0,0.08685432,0.0,1.0
cell_2592,0.83684246,0.0,0.55586767,0.0,1.0
cell_2957,0.27698053,0.0,1.0,0.0,0.65417794
