,rsp,pm,am,al,lm
cell_593,0.61534804,1.0,0.0,0.80007418,0.30277934
cell_958,0.11290732,0.50458456,0.0,0.77070969,1.0
cell_1644,0.06387328,0.71480628,0.0,0.09059771,1.0
