,rsp,pm,am,al,lm
cell_7,0.0,0.0,0.0,0.35232443,1.0
cell_10,0.0,0.0,0.0,1.0,0.75687816
cell_25,0.0,0.0,0.0,1.0,0.3153659
cell_58,0.0,0.0,0.0,0.66060831,1.0
cell_64,0.0,0.0,0.0,0.88081108,1.0
cell_69,0.0,0.0,0.0,0.18683871,1.0
cell_85,0.0,0.0,0.0,1.0,0.17201776
cell_91,0.0,0.0,0.0,1.0,0.11167055
cell_96,0.0,0.0,0.0,1.0,0.30275126
cell_100,0.0,0.0,0.0,0.66060831,1.0
cell_102,0.0,0.0,0.0,0.53827344,1.0
cell_105,0.0,0.0,0.0,1.0,0.53854792
cell_108,0.0,0.0,0.0,1.0,0.75687816
cell_111,0.0,0.0,0.0,0.60462455,1.0
cell_120,0.0,0.0,0.0,0.92485163,1.0
cell_137,0.0,0.0,0.0,1.0,0.80570901
cell_170,0.0,0.0,0.0,0.44040554,1.0
cell_215,0.0,0.0,0.0,1.0,0.23288559
cell_232,0.0,0.0,0.0,0.44040554,1.0
cell_255,0.0,0.0,0.0,1.0,0.17808898
cell_256,0.0,0.0,0.0,1.0,0.32437635
cell_279,0.0,0.0,0.0,1.0,0.11353172
cell_315,0.0,0.0,0.0,0.11796577,1.0
cell_318,0.0,0.0,0.0,0.29360369,1.0
cell_341,0.0,0.0,0.0,0.18874523,1.0
cell_369,0.0,0.0,0.0,0.24772812,1.0
cell_383,0.0,0.0,0.0,0.53985195,1.0
cell_385,0.0,0.0,0.0,1.0,0.50458544
cell_430,0.0,0.0,0.0,1.0,0.50458544
cell_434,0.0,0.0,0.0,1.0,0.04936162
cell_438,0.0,0.0,0.0,1.0,0.58868301
cell_464,0.0,0.0,0.0,1.0,0.60952135
cell_503,0.0,0.0,0.0,0.44040554,1.0
cell_519,0.0,0.0,0.0,0.94654325,1.0
cell_524,0.0,0.0,0.0,1.0,0.55310327
cell_535,0.0,0.0,0.0,1.0,0.3153659
cell_560,0.0,0.0,0.0,1.0,0.75687816
cell_568,0.0,0.0,0.0,1.0,0.20183418
cell_608,0.0,0.0,0.0,1.0,0.37843908
cell_613,0.0,0.0,0.0,1.0,0.45412689
cell_615,0.0,0.0,0.0,1.0,0.30275126
cell_625,0.0,0.0,0.0,1.0,0.93708724
cell_628,0.0,0.0,0.0,1.0,0.28382931
cell_653,0.0,0.0,0.0,0.26424332,1.0
cell_656,0.0,0.0,0.0,1.0,0.89449237
cell_677,0.0,0.0,0.0,1.0,0.8073367
cell_683,0.0,0.0,0.0,0.94372616,1.0
cell_688,0.0,0.0,0.0,1.0,0.60550253
cell_690,0.0,0.0,0.0,1.0,0.48164974
cell_693,0.0,0.0,0.0,1.0,0.28939459
cell_725,0.0,0.0,0.0,0.61656775,1.0
cell_740,0.0,0.0,0.0,0.75498092,1.0
cell_745,0.0,0.0,0.0,1.0,0.18921954
cell_756,0.0,0.0,0.0,1.0,0.20642132
cell_799,0.0,0.0,0.0,1.0,0.10812545
cell_817,0.0,0.0,0.0,0.49545623,1.0
cell_832,0.0,0.0,0.0,0.75498092,1.0
cell_872,0.0,0.0,0.0,0.33030415,1.0
cell_892,0.0,0.0,0.0,1.0,0.18921954
cell_899,0.0,0.0,0.0,1.0,0.75687816
cell_914,0.0,0.0,0.0,1.0,0.30275126
cell_916,0.0,0.0,0.0,0.44040554,1.0
cell_917,0.0,0.0,0.0,0.14155892,1.0
cell_935,0.0,0.0,0.0,1.0,0.71704247
cell_936,0.0,0.0,0.0,1.0,0.41284263
cell_937,0.0,0.0,0.0,1.0,0.2162509
cell_946,0.0,0.0,0.0,1.0,0.18921954
cell_949,0.0,0.0,0.0,1.0,0.06242294
cell_961,0.0,0.0,0.0,0.99091246,1.0
cell_971,0.0,0.0,0.0,1.0,0.75687816
cell_1017,0.0,0.0,0.0,1.0,0.40754978
cell_1024,0.0,0.0,0.0,1.0,0.45412689
cell_1061,0.0,0.0,0.0,1.0,0.17201776
cell_1079,0.0,0.0,0.0,0.88081108,1.0
cell_1084,0.0,0.0,0.0,0.55630173,1.0
cell_1097,0.0,0.0,0.0,1.0,0.05311426
