,rsp,pm,am,al,lm
cell_9,0.0,1.0,0.0,0.0,0.38547216
cell_13,0.0,0.98827471,0.0,0.0,1.0
cell_25,0.0,1.0,0.0,0.0,0.96368039
cell_36,0.0,0.39010844,0.0,0.0,1.0
cell_49,0.0,1.0,0.0,0.0,0.92754237
cell_53,0.0,1.0,0.0,0.0,0.64863103
cell_103,0.0,1.0,0.0,0.0,0.23808574
cell_149,0.0,1.0,0.0,0.0,0.67457627
cell_156,0.0,1.0,0.0,0.0,0.56917373
cell_195,0.0,1.0,0.0,0.0,0.31134289
cell_202,0.0,0.59296482,0.0,0.0,1.0
cell_203,0.0,1.0,0.0,0.0,0.61836158
cell_226,0.0,0.85823856,0.0,0.0,1.0
cell_235,0.0,0.71155779,0.0,0.0,1.0
cell_252,0.0,0.23253523,0.0,0.0,1.0
cell_255,0.0,1.0,0.0,0.0,0.36795069
cell_287,0.0,0.68419018,0.0,0.0,1.0
cell_294,0.0,1.0,0.0,0.0,0.28910412
cell_311,0.0,0.22806339,0.0,0.0,1.0
cell_323,0.0,1.0,0.0,0.0,0.61836158
cell_349,0.0,1.0,0.0,0.0,0.72454488
cell_355,0.0,0.46813012,0.0,0.0,1.0
cell_359,0.0,1.0,0.0,0.0,0.59025424
cell_377,0.0,1.0,0.0,0.0,0.30662558
cell_384,0.0,1.0,0.0,0.0,0.1395675
cell_405,0.0,1.0,0.0,0.0,0.39054416
cell_411,0.0,1.0,0.0,0.0,0.57820823
cell_423,0.0,1.0,0.0,0.0,0.71205273
cell_438,0.0,1.0,0.0,0.0,0.56806423
cell_452,0.0,0.37060302,0.0,0.0,1.0
cell_458,0.0,1.0,0.0,0.0,0.0822654
cell_524,0.0,1.0,0.0,0.0,0.33728814
cell_531,0.0,1.0,0.0,0.0,0.49060092
cell_545,0.0,1.0,0.0,0.0,0.25698144
cell_562,0.0,0.83385678,0.0,0.0,1.0
cell_564,0.0,1.0,0.0,0.0,0.64245359
cell_565,0.0,1.0,0.0,0.0,0.86731235
cell_583,0.0,1.0,0.0,0.0,0.87298106
cell_612,0.0,1.0,0.0,0.0,0.28403211
cell_618,0.0,1.0,0.0,0.0,0.22485876
cell_625,0.0,1.0,0.0,0.0,0.37944915
cell_673,0.0,1.0,0.0,0.0,0.55192604
cell_674,0.0,1.0,0.0,0.0,0.41003656
cell_723,0.0,1.0,0.0,0.0,0.36323338
cell_726,0.0,0.53905893,0.0,0.0,1.0
cell_759,0.0,1.0,0.0,0.0,0.57820823
cell_765,0.0,0.8029732,0.0,0.0,1.0
cell_782,0.0,1.0,0.0,0.0,0.31480226
cell_787,0.0,0.25781079,0.0,0.0,1.0
cell_789,0.0,1.0,0.0,0.0,0.53966102
cell_816,0.0,0.38010566,0.0,0.0,1.0
cell_817,0.0,1.0,0.0,0.0,0.51585244
cell_825,0.0,1.0,0.0,0.0,0.91549637
cell_840,0.0,0.4392332,0.0,0.0,1.0
cell_857,0.0,1.0,0.0,0.0,0.53966102
cell_871,0.0,0.84709261,0.0,0.0,1.0
cell_878,0.0,0.78021687,0.0,0.0,1.0
cell_884,0.0,0.74120603,0.0,0.0,1.0
cell_899,0.0,1.0,0.0,0.0,0.2777667
cell_908,0.0,0.98827471,0.0,0.0,1.0
cell_943,0.0,0.57015848,0.0,0.0,1.0
cell_947,0.0,1.0,0.0,0.0,0.26983051
