,rsp,pm,am,al,lm
cell_71,0.0,0.59240641,1.0,0.0,0.0
cell_108,0.0,1.0,0.25345801,0.0,0.0
cell_158,0.0,1.0,0.56937532,0.0,0.0
cell_179,0.0,1.0,0.5079721,0.0,0.0
cell_228,0.0,1.0,0.91374863,0.0,0.0
cell_446,0.0,0.65727332,1.0,0.0,0.0
cell_529,0.0,0.22814446,1.0,0.0,0.0
cell_666,0.0,1.0,0.85386775,0.0,0.0
cell_802,0.0,0.20509815,1.0,0.0,0.0
cell_997,0.0,1.0,0.0900371,0.0,0.0
cell_1066,0.0,1.0,0.20648508,0.0,0.0
cell_1092,0.0,1.0,0.06049368,0.0,0.0
cell_1153,0.0,1.0,0.55308505,0.0,0.0
cell_1492,0.0,1.0,0.34414181,0.0,0.0
cell_1513,0.0,0.3689878,1.0,0.0,0.0
cell_1527,0.0,1.0,0.43017726,0.0,0.0
cell_1575,0.0,1.0,0.25810636,0.0,0.0
cell_1716,0.0,1.0,0.25810636,0.0,0.0
cell_1743,0.0,1.0,0.23229572,0.0,0.0
cell_1823,0.0,1.0,0.35571429,0.0,0.0
cell_1836,0.0,1.0,0.15465839,0.0,0.0
cell_1839,0.0,1.0,0.11857143,0.0,0.0
cell_1862,0.0,1.0,0.498,0.0,0.0
cell_1863,0.0,1.0,0.37942857,0.0,0.0
cell_1871,0.0,1.0,0.71142857,0.0,0.0
cell_1887,0.0,1.0,0.13681319,0.0,0.0
cell_1889,0.0,0.35140562,1.0,0.0,0.0
cell_1892,0.0,1.0,0.17785714,0.0,0.0
cell_2072,0.0,0.42704627,1.0,0.0,0.0
cell_2138,0.0,1.0,0.89762797,0.0,0.0
cell_2147,0.0,0.83553547,1.0,0.0,0.0
cell_2175,0.0,1.0,0.27540858,0.0,0.0
cell_2192,0.0,1.0,0.33661049,0.0,0.0
cell_2211,0.0,1.0,0.50491573,0.0,0.0
cell_2265,0.0,1.0,0.24310757,0.0,0.0
cell_2271,0.0,1.0,0.89762797,0.0,0.0
cell_2322,0.0,0.27007207,1.0,0.0,0.0
cell_2339,0.0,1.0,0.71810237,0.0,0.0
cell_2340,0.0,1.0,0.14025437,0.0,0.0
cell_2367,0.0,0.32291226,1.0,0.0,0.0
cell_2369,0.0,1.0,0.62335275,0.0,0.0
cell_2397,0.0,1.0,0.57704655,0.0,0.0
cell_2403,0.0,1.0,0.41141282,0.0,0.0
cell_2469,0.0,1.0,0.31198045,0.0,0.0
cell_2528,0.0,1.0,0.92567884,0.0,0.0
cell_2652,0.0,0.49513213,1.0,0.0,0.0
cell_2705,0.0,0.92029993,1.0,0.0,0.0
cell_2711,0.0,0.54014414,1.0,0.0,0.0
cell_2729,0.0,1.0,0.89762796,0.0,0.0
cell_2731,0.0,1.0,0.44881398,0.0,0.0
cell_2758,0.0,0.67518017,1.0,0.0,0.0
cell_2766,0.0,0.54014414,1.0,0.0,0.0
cell_2768,0.0,0.47744884,1.0,0.0,0.0
cell_2793,0.0,1.0,0.49605756,0.0,0.0
cell_2797,0.0,0.27007207,1.0,0.0,0.0
cell_2879,0.0,1.0,0.86556982,0.0,0.0
cell_2932,0.0,1.0,0.14960466,0.0,0.0
cell_2944,0.0,0.61163381,1.0,0.0,0.0
cell_2977,0.0,1.0,0.28852327,0.0,0.0
cell_2979,0.0,0.50311813,1.0,0.0,0.0
cell_3029,0.0,0.72754109,1.0,0.0,0.0
cell_3089,0.0,1.0,0.57470083,0.0,0.0
cell_3112,0.0,1.0,0.25383742,0.0,0.0
cell_3135,0.0,1.0,0.58141811,0.0,0.0
cell_3165,0.0,0.19953086,1.0,0.0,0.0
cell_3182,0.0,1.0,0.93502913,0.0,0.0
cell_3201,0.0,1.0,0.19947288,0.0,0.0
cell_3210,0.0,1.0,0.64116283,0.0,0.0
cell_3211,0.0,0.84879793,1.0,0.0,0.0
cell_3218,0.0,1.0,0.25782931,0.0,0.0
cell_3234,0.0,0.2425137,1.0,0.0,0.0
cell_3280,0.0,1.0,0.52895934,0.0,0.0
cell_3339,0.0,1.0,0.47374809,0.0,0.0
cell_3376,0.0,1.0,0.40393258,0.0,0.0
cell_3447,0.0,1.0,0.37401165,0.0,0.0
cell_3448,0.0,1.0,0.3786868,0.0,0.0
cell_3461,0.0,0.51493741,1.0,0.0,0.0
cell_3498,0.0,1.0,0.30600953,0.0,0.0
cell_3517,0.0,0.63659845,1.0,0.0,0.0
cell_3550,0.0,1.0,0.18602158,0.0,0.0
cell_3557,0.0,1.0,0.52686859,0.0,0.0
cell_3600,0.0,1.0,0.02781905,0.0,0.0
cell_3654,0.0,0.59415855,1.0,0.0,0.0
cell_3673,0.0,1.0,0.23552313,0.0,0.0
cell_3687,0.0,1.0,0.42841335,0.0,0.0
cell_3694,0.0,1.0,0.28346146,0.0,0.0
cell_3753,0.0,1.0,0.43278491,0.0,0.0
cell_3820,0.0,1.0,0.20893065,0.0,0.0
cell_3830,0.0,1.0,0.08362993,0.0,0.0
