,rsp,pm,am,al,lm
cell_2,0.0,0.0,0.0,1.0,0.33813559
cell_11,0.0,0.0,0.0,1.0,0.27602906
cell_14,0.0,0.0,0.0,0.10147919,1.0
cell_17,0.0,0.0,0.0,0.25877193,1.0
cell_24,0.0,0.0,0.0,0.84930274,1.0
cell_33,0.0,0.0,0.0,0.39261948,1.0
cell_35,0.0,0.0,0.0,1.0,0.16561743
cell_37,0.0,0.0,0.0,0.65869219,1.0
cell_39,0.0,0.0,0.0,0.51754386,1.0
cell_40,0.0,0.0,0.0,0.47773279,1.0
cell_59,0.0,0.0,0.0,0.62105263,1.0
cell_65,0.0,0.0,0.0,1.0,0.6440678
cell_67,0.0,0.0,0.0,0.51754386,1.0
cell_71,0.0,0.0,0.0,0.75906433,1.0
cell_83,0.0,0.0,0.0,0.21415608,1.0
cell_85,0.0,0.0,0.0,0.40858726,1.0
cell_89,0.0,0.0,0.0,0.34502924,1.0
cell_90,0.0,0.0,0.0,1.0,0.45463609
cell_92,0.0,0.0,0.0,0.16785206,1.0
cell_95,0.0,0.0,0.0,0.24071807,1.0
cell_96,0.0,0.0,0.0,1.0,0.42266949
cell_102,0.0,0.0,0.0,0.57504873,1.0
cell_111,0.0,0.0,0.0,0.48304094,1.0
cell_114,0.0,0.0,0.0,1.0,0.87827427
cell_120,0.0,0.0,0.0,0.51754386,1.0
cell_123,0.0,0.0,0.0,1.0,0.65277142
cell_126,0.0,0.0,0.0,1.0,0.09661017
cell_127,0.0,0.0,0.0,1.0,0.11864407
cell_133,0.0,0.0,0.0,0.75279107,1.0
cell_150,0.0,0.0,0.0,1.0,0.70847458
cell_152,0.0,0.0,0.0,0.3150267,1.0
cell_165,0.0,0.0,0.0,1.0,0.87260798
cell_166,0.0,0.0,0.0,1.0,0.9661017
cell_174,0.0,0.0,0.0,1.0,0.57966102
cell_178,0.0,0.0,0.0,1.0,0.71767554
cell_188,0.0,0.0,0.0,1.0,0.34503632
cell_190,0.0,0.0,0.0,0.28229665,1.0
cell_206,0.0,0.0,0.0,0.43582641,1.0
cell_217,0.0,0.0,0.0,0.37639553,1.0
cell_227,0.0,0.0,0.0,1.0,0.12333213
cell_244,0.0,0.0,0.0,1.0,0.6440678
cell_248,0.0,0.0,0.0,1.0,0.22881356
cell_249,0.0,0.0,0.0,1.0,0.60381356
cell_254,0.0,0.0,0.0,0.25877193,1.0
cell_256,0.0,0.0,0.0,0.26204752,1.0
cell_257,0.0,0.0,0.0,0.28229665,1.0
cell_261,0.0,0.0,0.0,0.36967419,1.0
cell_265,0.0,0.0,0.0,0.69005848,1.0
cell_283,0.0,0.0,0.0,1.0,0.92009685
cell_292,0.0,0.0,0.0,0.27770646,1.0
cell_308,0.0,0.0,0.0,0.15751335,1.0
cell_313,0.0,0.0,0.0,1.0,0.24152542
cell_314,0.0,0.0,0.0,0.62105263,1.0
cell_320,0.0,0.0,0.0,0.69005848,1.0
cell_321,0.0,0.0,0.0,1.0,0.78495763
cell_329,0.0,0.0,0.0,1.0,0.20127119
cell_373,0.0,0.0,0.0,0.91087719,1.0
cell_387,0.0,0.0,0.0,0.26711941,1.0
cell_397,0.0,0.0,0.0,1.0,0.24152542
cell_425,0.0,0.0,0.0,0.43406904,1.0
cell_428,0.0,0.0,0.0,0.24071807,1.0
cell_446,0.0,0.0,0.0,0.73934837,1.0
cell_449,0.0,0.0,0.0,1.0,0.21078582
cell_460,0.0,0.0,0.0,0.8625731,1.0
cell_462,0.0,0.0,0.0,1.0,0.60381356
cell_463,0.0,0.0,0.0,0.36967419,1.0
cell_473,0.0,0.0,0.0,0.27602339,1.0
cell_498,0.0,0.0,0.0,0.34502924,1.0
cell_504,0.0,0.0,0.0,1.0,0.70599739
cell_515,0.0,0.0,0.0,0.77631579,1.0
cell_516,0.0,0.0,0.0,0.22501907,1.0
cell_534,0.0,0.0,0.0,0.47773279,1.0
cell_541,0.0,0.0,0.0,0.60101868,1.0
cell_543,0.0,0.0,0.0,1.0,0.51324153
cell_550,0.0,0.0,0.0,1.0,0.77288136
cell_551,0.0,0.0,0.0,0.90570175,1.0
cell_557,0.0,0.0,0.0,1.0,0.75141243
cell_563,0.0,0.0,0.0,0.87584345,1.0
cell_572,0.0,0.0,0.0,0.4217024,1.0
cell_588,0.0,0.0,0.0,1.0,0.79561316
cell_589,0.0,0.0,0.0,1.0,0.40254237
cell_600,0.0,0.0,0.0,0.40591675,1.0
cell_609,0.0,0.0,0.0,0.32123412,1.0
cell_611,0.0,0.0,0.0,1.0,0.70261941
cell_650,0.0,0.0,0.0,0.37106918,1.0
cell_652,0.0,0.0,0.0,0.5645933,1.0
cell_658,0.0,0.0,0.0,0.23524721,1.0
cell_660,0.0,0.0,0.0,0.60380117,1.0
cell_665,0.0,0.0,0.0,0.34502924,1.0
cell_686,0.0,0.0,0.0,1.0,0.1035109
cell_688,0.0,0.0,0.0,0.38134811,1.0
cell_690,0.0,0.0,0.0,0.54798762,1.0
cell_702,0.0,0.0,0.0,0.47773279,1.0
cell_710,0.0,0.0,0.0,0.39362491,1.0
cell_721,0.0,0.0,0.0,1.0,0.6440678
cell_737,0.0,0.0,0.0,0.30443756,1.0
cell_745,0.0,0.0,0.0,1.0,0.35130971
cell_753,0.0,0.0,0.0,1.0,0.72457627
cell_755,0.0,0.0,0.0,0.51754386,1.0
cell_763,0.0,0.0,0.0,0.70821791,1.0
cell_764,0.0,0.0,0.0,0.69005848,1.0
cell_766,0.0,0.0,0.0,0.95546559,1.0
cell_768,0.0,0.0,0.0,0.39431913,1.0
