,rsp,pm,am,al,lm
cell_282,0.14309093,0.90107923,0.19568563,1.0,0.0
cell_448,0.09672336,0.49513213,1.0,0.18863925,0.0
cell_947,0.19534858,1.0,0.13891861,0.40638689,0.0
cell_1112,0.17410205,0.20795549,1.0,0.16298432,0.0
