,rsp,pm,am,al,lm
cell_865,0.70278485,0.4407171,0.0,0.19582741,1.0
cell_900,0.61109713,0.33047403,0.0,0.14504414,1.0
cell_1076,0.40757115,0.26952947,0.0,0.37639553,1.0
cell_1150,1.0,0.28932161,0.0,0.25973684,0.41822034
cell_1760,0.04935724,0.10880089,0.0,0.08546596,1.0
cell_2712,0.61534804,1.0,0.0,0.80007418,0.30277934
cell_3077,0.11290732,0.50458456,0.0,0.77070969,1.0
cell_3763,0.06387328,0.71480628,0.0,0.09059771,1.0
