Motifs,Observed,Expected,Expected SD,Effect Size,P-value,Degree,Group
[''],0.0,0,2.4090882283311914,0.0,0.0031568819515931513,0,4
['rsp'],1.0,6,2.4090882283311914,-1.8241191376541037,0.033897086028999615,1,4
['pm'],5.0,6,2.4090882283311914,-0.23915663693294753,0.8357264295927654,1,4
['am'],12.0,6,2.4090882283311914,0.8763205804869885,0.0212856307214157,1,3
['al'],62.0,6,2.4090882283311914,3.1531607858458126,1e-10,1,1
['lm'],17.0,6,2.4090882283311914,1.3458058637882087,0.00012926190291145164,1,1
"['rsp', 'pm']",0.0,1,1.3869496473878316,-1.5618328012390814,0.27290921520984224,2,4
"['rsp', 'am']",2.0,1,1.3869496473878316,0.023129699482074512,0.7227867216385149,2,3
"['rsp', 'al']",1.0,1,1.3869496473878316,-0.5618328012390814,1.0,2,4
"['rsp', 'lm']",2.0,1,1.3869496473878316,0.023129699482074512,0.7227867216385149,2,3
"['pm', 'am']",1.0,1,1.3869496473878316,-0.5618328012390814,1.0,2,4
"['pm', 'al']",1.0,1,1.3869496473878316,-0.5618328012390814,1.0,2,4
"['pm', 'lm']",3.0,1,1.3869496473878316,0.4381671987609186,0.45022045878101297,2,3
"['am', 'al']",4.0,1,1.3869496473878316,0.7600952936482809,0.13299937752245786,2,3
"['am', 'lm']",0.0,1,1.3869496473878316,-1.5618328012390814,0.27290921520984224,2,4
"['al', 'lm']",15.0,1,1.3869496473878316,2.4381671987609184,1.5062691921174849e-09,2,1
"['rsp', 'pm', 'am']",0.0,0,0.7897713481788907,-0.7019408789604872,1.0,3,4
"['rsp', 'pm', 'al']",0.0,0,0.7897713481788907,-0.7019408789604872,1.0,3,4
"['rsp', 'pm', 'lm']",1.0,0,0.7897713481788907,0.2980591210395129,0.46643419176177825,3,3
"['rsp', 'am', 'al']",1.0,0,0.7897713481788907,0.2980591210395129,0.46643419176177825,3,3
"['rsp', 'am', 'lm']",0.0,0,0.7897713481788907,-0.7019408789604872,1.0,3,4
"['rsp', 'al', 'lm']",0.0,0,0.7897713481788907,-0.7019408789604872,1.0,3,4
"['pm', 'am', 'al']",2.0,0,0.7897713481788907,0.8830216217606692,0.13046985715864448,3,3
"['pm', 'am', 'lm']",0.0,0,0.7897713481788907,-0.7019408789604872,1.0,3,4
"['pm', 'al', 'lm']",0.0,0,0.7897713481788907,-0.7019408789604872,1.0,3,4
"['am', 'al', 'lm']",2.0,0,0.7897713481788907,0.8830216217606692,0.13046985715864448,3,3
"['rsp', 'pm', 'am', 'al']",0.0,0,0.4481810379186432,-0.26444097914729503,1.0,4,4
"['rsp', 'pm', 'am', 'lm']",0.0,0,0.4481810379186432,-0.26444097914729503,1.0,4,4
"['rsp', 'pm', 'al', 'lm']",0.0,0,0.4481810379186432,-0.26444097914729503,1.0,4,4
"['rsp', 'am', 'al', 'lm']",0.0,0,0.4481810379186432,-0.26444097914729503,1.0,4,4
"['pm', 'am', 'al', 'lm']",1.0,0,0.4481810379186432,0.735559020852705,0.18235156446795586,4,3
"['rsp', 'pm', 'am', 'al', 'lm']",0.0,0,0.25405743438912665,-0.09027967145770645,1.0,5,4
