Motifs,Observed,Expected,Expected SD,Effect Size,P-value,Degree,Group
[''],0.0,0,4.401727861069833,0.0,1.7139714825568227e-09,0,2
['rsp'],1.0,20,4.401727861069833,-3.422719559043103,3.686686279573462e-08,1,2
['pm'],26.0,20,4.401727861069833,0.3321679431203655,0.21005241577704267,1,3
['am'],13.0,20,4.401727861069833,-0.6153646369854989,0.11000485793874357,1,4
['al'],260.0,20,4.401727861069833,3.6051864375267813,1e-10,1,1
['lm'],47.0,20,4.401727861069833,1.1622429416780529,1.503733984180387e-07,1,1
"['rsp', 'pm']",0.0,5,2.2460646718610757,-2.611599222398746,0.01190440352424434,2,4
"['rsp', 'am']",0.0,5,2.2460646718610757,-2.611599222398746,0.01190440352424434,2,4
"['rsp', 'al']",0.0,5,2.2460646718610757,-2.611599222398746,0.01190440352424434,2,4
"['rsp', 'lm']",1.0,5,2.2460646718610757,-1.6115992223987463,0.0710526927837406,2,4
"['pm', 'am']",5.0,5,2.2460646718610757,-0.02663672167758996,1.0,2,4
"['pm', 'al']",4.0,5,2.2460646718610757,-0.28967112751138385,0.8236176620088806,2,4
"['pm', 'lm']",5.0,5,2.2460646718610757,-0.02663672167758996,1.0,2,4
"['am', 'al']",1.0,5,2.2460646718610757,-1.6115992223987463,0.0710526927837406,2,4
"['am', 'lm']",2.0,5,2.2460646718610757,-1.02663672167759,0.2578810979557379,2,4
"['al', 'lm']",19.0,5,2.2460646718610757,1.710328872488616,1.5105789128561954e-06,2,1
"['rsp', 'pm', 'am']",0.0,1,1.1286117166175444,-1.187737347532613,0.6435315009578485,3,4
"['rsp', 'pm', 'al']",0.0,1,1.1286117166175444,-1.187737347532613,0.6435315009578485,3,4
"['rsp', 'pm', 'lm']",0.0,1,1.1286117166175444,-1.187737347532613,0.6435315009578485,3,4
"['rsp', 'am', 'al']",0.0,1,1.1286117166175444,-1.187737347532613,0.6435315009578485,3,4
"['rsp', 'am', 'lm']",0.0,1,1.1286117166175444,-1.187737347532613,0.6435315009578485,3,4
"['rsp', 'al', 'lm']",0.0,1,1.1286117166175444,-1.187737347532613,0.6435315009578485,3,4
"['pm', 'am', 'al']",1.0,1,1.1286117166175444,-0.18773734753261298,1.0,3,4
"['pm', 'am', 'lm']",4.0,1,1.1286117166175444,1.1341907473547495,0.04065307636715322,3,3
"['pm', 'al', 'lm']",0.0,1,1.1286117166175444,-1.187737347532613,0.6435315009578485,3,4
"['am', 'al', 'lm']",1.0,1,1.1286117166175444,-0.18773734753261298,1.0,3,4
"['rsp', 'pm', 'am', 'al']",0.0,0,0.5650011286983417,-0.3999782302252172,1.0,4,4
"['rsp', 'pm', 'am', 'lm']",0.0,0,0.5650011286983417,-0.3999782302252172,1.0,4,4
"['rsp', 'pm', 'al', 'lm']",0.0,0,0.5650011286983417,-0.3999782302252172,1.0,4,4
"['rsp', 'am', 'al', 'lm']",0.0,0,0.5650011286983417,-0.3999782302252172,1.0,4,4
"['pm', 'am', 'al', 'lm']",0.0,0,0.5650011286983417,-0.3999782302252172,1.0,4,4
"['rsp', 'pm', 'am', 'al', 'lm']",0.0,0,0.28258740632660906,-0.11086031617651457,1.0,5,4
