Motif,Observed,Expected
rsp,7.0,10
pm,10.0,10
am,24.0,10
al,3.0,10
lm,132.0,10
rsp+pm,1.0,2
rsp+am,1.0,2
rsp+al,0.0,2
rsp+lm,3.0,2
pm+am,3.0,2
pm+al,0.0,2
pm+lm,2.0,2
am+al,0.0,2
am+lm,6.0,2
al+lm,4.0,2
rsp+pm+am,1.0,0
rsp+pm+al,1.0,0
rsp+pm+lm,0.0,0
rsp+am+al,0.0,0
rsp+am+lm,1.0,0
rsp+al+lm,0.0,0
pm+am+al,0.0,0
pm+am+lm,1.0,0
pm+al+lm,0.0,0
am+al+lm,0.0,0
rsp+pm+am+al,0.0,0
rsp+pm+am+lm,1.0,0
rsp+pm+al+lm,0.0,0
rsp+am+al+lm,0.0,0
pm+am+al+lm,0.0,0
rsp+pm+am+al+lm,0.0,0
