Motifs,Observed,Expected,Expected SD,Effect Size,P-value,Degree,Group
[''],0.0,0,3.99340540375126,0.0,5.307564610010342e-08,0,2
['rsp'],1.0,16,3.99340540375126,-3.1562060569426476,1.0409068795700235e-06,1,2
['pm'],7.0,16,3.99340540375126,-1.1562060569426473,0.011453269260764383,1,4
['am'],45.0,16,3.99340540375126,1.3673558991143655,2.5534899715728266e-09,1,1
['al'],54.0,16,3.99340540375126,1.6251536565820122,1e-10,1,1
['lm'],165.0,16,3.99340540375126,3.2188333744042774,1e-10,1,1
"['rsp', 'pm']",0.0,4,2.0377104357389353,-2.3805663327465867,0.025199436281977253,2,4
"['rsp', 'am']",3.0,4,2.0377104357389353,-0.3805663327465867,0.8044377133086722,2,4
"['rsp', 'al']",1.0,4,2.0377104357389353,-1.3805663327465867,0.13937815085460242,2,4
"['rsp', 'lm']",1.0,4,2.0377104357389353,-1.3805663327465867,0.13937815085460242,2,4
"['pm', 'am']",3.0,4,2.0377104357389353,-0.3805663327465867,0.8044377133086722,2,4
"['pm', 'al']",0.0,4,2.0377104357389353,-2.3805663327465867,0.025199436281977253,2,4
"['pm', 'lm']",1.0,4,2.0377104357389353,-1.3805663327465867,0.13937815085460242,2,4
"['am', 'al']",2.0,4,2.0377104357389353,-0.7956038320254306,0.4545519794504679,2,4
"['am', 'lm']",13.0,4,2.0377104357389353,1.4267885893110173,0.000390512602376768,2,1
"['al', 'lm']",13.0,4,2.0377104357389353,1.4267885893110173,0.000390512602376768,2,1
"['rsp', 'pm', 'am']",1.0,1,1.023917032158837,-0.03692723565872826,1.0,3,4
"['rsp', 'pm', 'al']",0.0,1,1.023917032158837,-1.0369272356587282,0.63202657886376,3,4
"['rsp', 'pm', 'lm']",1.0,1,1.023917032158837,-0.03692723565872826,1.0,3,4
"['rsp', 'am', 'al']",0.0,1,1.023917032158837,-1.0369272356587282,0.63202657886376,3,4
"['rsp', 'am', 'lm']",0.0,1,1.023917032158837,-1.0369272356587282,0.63202657886376,3,4
"['rsp', 'al', 'lm']",0.0,1,1.023917032158837,-1.0369272356587282,0.63202657886376,3,4
"['pm', 'am', 'al']",0.0,1,1.023917032158837,-1.0369272356587282,0.63202657886376,3,4
"['pm', 'am', 'lm']",3.0,1,1.023917032158837,0.9630727643412718,0.08978104169954783,3,3
"['pm', 'al', 'lm']",4.0,1,1.023917032158837,1.2850008592286342,0.022117208503163788,3,3
"['am', 'al', 'lm']",2.0,1,1.023917032158837,0.5480352650624281,0.283339342560486,3,3
"['rsp', 'pm', 'am', 'al']",0.0,0,0.5125892903159021,-0.33681260274306013,1.0,4,4
"['rsp', 'pm', 'am', 'lm']",1.0,0,0.5125892903159021,0.6631873972569399,0.231312657279019,4,3
"['rsp', 'pm', 'al', 'lm']",0.0,0,0.5125892903159021,-0.33681260274306013,1.0,4,4
"['rsp', 'am', 'al', 'lm']",0.0,0,0.5125892903159021,-0.33681260274306013,1.0,4,4
"['pm', 'am', 'al', 'lm']",0.0,0,0.5125892903159021,-0.33681260274306013,1.0,4,4
"['rsp', 'pm', 'am', 'al', 'lm']",0.0,0,0.25637343131486934,-0.09185660130075657,1.0,5,4
