,rsp,pm,am,al,lm
cell_3,0.0,0.0,0.0,0.31058726,1.0
cell_12,0.0,0.0,0.0,0.04658809,1.0
cell_26,0.0,0.0,0.0,1.0,0.83473887
cell_36,0.0,0.0,0.0,1.0,0.17887261
cell_38,0.0,0.0,0.0,1.0,0.17887261
cell_44,0.0,0.0,0.0,0.31058726,1.0
cell_48,0.0,0.0,0.0,0.6577142,1.0
cell_75,0.0,0.0,0.0,1.0,0.83473887
cell_96,0.0,0.0,0.0,0.86964433,1.0
cell_97,0.0,0.0,0.0,0.32999897,1.0
cell_105,0.0,0.0,0.0,1.0,0.76659692
cell_109,0.0,0.0,0.0,1.0,0.53661784
cell_112,0.0,0.0,0.0,0.18635236,1.0
cell_114,0.0,0.0,0.0,0.66554413,1.0
cell_118,0.0,0.0,0.0,0.75428335,1.0
cell_125,0.0,0.0,0.0,1.0,0.53661784
cell_135,0.0,0.0,0.0,0.46588089,1.0
cell_142,0.0,0.0,0.0,0.93176179,1.0
cell_145,0.0,0.0,0.0,1.0,0.97566881
cell_151,0.0,0.0,0.0,1.0,0.30663877
cell_157,0.0,0.0,0.0,0.77646816,1.0
cell_170,0.0,0.0,0.0,1.0,0.05503773
cell_172,0.0,0.0,0.0,1.0,0.76659692
cell_178,0.0,0.0,0.0,0.18635236,1.0
cell_186,0.0,0.0,0.0,0.93176179,1.0
cell_188,0.0,0.0,0.0,0.18635236,1.0
