,rsp,pm,am,al,lm
cell_85,0.70006402,1.0,0.0,0.0,0.0
cell_196,0.46670935,1.0,0.0,0.0,0.0
cell_210,1.0,0.78564243,0.0,0.0,0.0
cell_236,1.0,0.38957476,0.0,0.0,0.0
cell_739,1.0,0.62366082,0.0,0.0,0.0
cell_745,0.70394737,1.0,0.0,0.0,0.0
