,rsp,pm,am,al,lm
cell_127,0.55646607,0.57366255,0.10527281,0.0,1.0
cell_268,1.0,0.37722908,0.20174232,0.0,0.26829268
cell_860,0.21926016,0.12752162,1.0,0.0,0.09761662
cell_908,0.06271912,0.30231499,0.01799549,0.0,1.0
cell_968,0.14632937,0.08951329,0.22858552,0.0,1.0
