,rsp,pm,am,al,lm
cell_0,0.0,0.74794239,1.0,0.0,0.0
cell_4,0.0,0.99725652,1.0,0.0,0.0
cell_7,0.0,1.0,0.70782426,0.0,0.0
cell_21,0.0,0.30797628,1.0,0.0,0.0
cell_26,0.0,1.0,0.98821841,0.0,0.0
cell_48,0.0,1.0,0.11956923,0.0,0.0
cell_50,0.0,0.9074301,1.0,0.0,0.0
cell_57,0.0,1.0,0.62393398,0.0,0.0
cell_81,0.0,0.40602587,1.0,0.0,0.0
cell_85,0.0,0.10436405,1.0,0.0,0.0
cell_86,0.0,0.1869856,1.0,0.0,0.0
cell_94,0.0,0.74794239,1.0,0.0,0.0
cell_100,0.0,0.59835391,1.0,0.0,0.0
cell_115,0.0,0.9723251,1.0,0.0,0.0
cell_140,0.0,0.87259945,1.0,0.0,0.0
cell_143,0.0,0.32722479,1.0,0.0,0.0
cell_145,0.0,0.48903925,1.0,0.0,0.0
cell_153,0.0,1.0,0.41138504,0.0,0.0
cell_161,0.0,1.0,0.52480428,0.0,0.0
cell_170,0.0,0.33997381,1.0,0.0,0.0
cell_198,0.0,0.79468879,1.0,0.0,0.0
cell_200,0.0,1.0,0.69756594,0.0,0.0
cell_210,0.0,0.11634659,1.0,0.0,0.0
cell_218,0.0,0.26489626,1.0,0.0,0.0
cell_220,0.0,1.0,0.77991747,0.0,0.0
