,rsp,pm,am,al,lm
cell_186,0.0,0.0,0.28618371,1.0,0.54369919
cell_321,0.0,0.0,0.61085461,1.0,0.88303782
cell_358,0.0,0.0,1.0,0.46442646,0.67019536
cell_402,0.0,0.0,1.0,0.47852123,0.41402424
cell_733,0.0,0.0,0.40553464,0.13142141,1.0
cell_738,0.0,0.0,0.44228158,0.13060259,1.0
cell_898,0.0,0.0,0.69177992,1.0,0.34586864
cell_912,0.0,0.0,0.21770049,0.1425967,1.0
cell_924,0.0,0.0,0.21045785,0.50751035,1.0
