,rsp,pm,am,al,lm
cell_773,0.66875,1.0,0.0,0.0,0.39898305
cell_817,1.0,0.39875389,0.0,0.0,0.79548023
cell_841,0.21988379,1.0,0.0,0.0,0.78371671
cell_953,0.19175627,1.0,0.0,0.0,0.42901403
