,rsp,pm,am,al,lm
cell_12,0.0,0.0,0.0,1.0,0.46115819
cell_17,0.0,0.0,0.0,0.96375702,1.0
cell_18,0.0,0.0,0.0,0.21684533,1.0
cell_30,0.0,0.0,0.0,0.08559684,1.0
cell_36,0.0,0.0,0.0,1.0,0.24414257
cell_81,0.0,0.0,0.0,0.56219159,1.0
cell_82,0.0,0.0,0.0,0.20078271,1.0
cell_90,0.0,0.0,0.0,0.72281776,1.0
cell_106,0.0,0.0,0.0,0.03171718,1.0
cell_110,0.0,0.0,0.0,1.0,0.62885208
cell_186,0.0,0.0,0.0,0.19460478,1.0
cell_205,0.0,0.0,0.0,0.15488952,1.0
cell_249,0.0,0.0,0.0,0.0356947,1.0
cell_250,0.0,0.0,0.0,1.0,0.69173729
cell_254,0.0,0.0,0.0,0.21959021,1.0
cell_282,0.0,0.0,0.0,0.60234814,1.0
cell_292,0.0,0.0,0.0,1.0,0.45113301
