"Sample","injection min","target:inj ratio","at least 1 target minimum","user umi min","force_user_threshold","threshold used","Labels","TotalProjections","ObservedCells","N0","p_e","k_consensus","Entropy","MotifOverrepresented","MotifUnderrepresented","ProjCount_rsp","ProjCount_pm","ProjCount_am","ProjCount_al","ProjCount_lm","UMISum_rsp","UMISum_pm","UMISum_am","UMISum_al","UMISum_lm","MeanUMI_rsp","MeanUMI_pm","MeanUMI_am","MeanUMI_al","MeanUMI_lm"
"P12_ALL_HAN_filters","300.0","10.0","10.0","5.0","True","5.0","rsp,pm,am,al,lm","1290","990","1843.075287312445","0.2","14","0.9188833331721195","['pm'] ['am'] ['al'] ['lm'] ['pm', 'am'] ['pm', 'lm'] ['am', 'lm'] ['al', 'lm'] ['pm', 'am', 'lm'] ['am', 'al', 'lm'] ['rsp', 'pm', 'am', 'lm']","['rsp'] ['rsp', 'pm'] ['rsp', 'al'] ['pm', 'al']","77","176","298","283","456","38450.70152316","14569.885175619","117236.55864004101","285085.228787049","132525.766934756","0.06448309644444444","0.13431221148484848","0.2448282464747475","0.2605232657373737","0.43412522178787877"
"jr0686","300.0","10.0","10.0","5.0","True","5.0","rsp,pm,am,al,lm","318","236","405.439390212414","0.2","13","0.9270331726973952","['pm'] ['am'] ['lm'] ['pm', 'am'] ['al', 'lm'] ['rsp', 'pm', 'am'] ['pm', 'am', 'lm'] ['rsp', 'pm', 'am', 'lm'] ['rsp', 'pm', 'am', 'al', 'lm']","","25","74","77","35","107","2022.73559555","4955.305555692","4677.6478681339995","1502.4112149799998","7954.957316579999","0.09648362055084746","0.24855293042372884","0.26928525262711867","0.1182998536440678","0.43866108694915257"
"jr0671","300.0","10.0","10.0","5.0","True","5.0","rsp,pm,am,al,lm","432","375","1014.4533408103688","0.19999999999999998","14","0.7651333702732732","['am'] ['al'] ['lm'] ['am', 'al'] ['al', 'lm']","['pm'] ['rsp', 'pm'] ['pm', 'am'] ['pm', 'al'] ['pm', 'lm']","31","4","94","217","86","35383.9427018","2977.1753553999997","97336.7787234","282156.6194021","92415.0","0.07493165378666666","0.010666666666666666","0.22789686466666664","0.5701634243733333","0.21361448330666666"
"jr0670","300.0","10.0","10.0","5.0","True","5.0","rsp,pm,am,al,lm","450","301","396.29550322548636","0.2","4","0.8279743717123649","['am'] ['lm'] ['pm', 'am'] ['pm', 'lm'] ['am', 'lm'] ['al', 'lm'] ['rsp', 'pm', 'lm'] ['pm', 'am', 'lm'] ['am', 'al', 'lm'] ['rsp', 'pm', 'am', 'lm']","['rsp'] ['al'] ['rsp', 'al'] ['pm', 'al']","20","77","120","30","203","1007.0","6233.719626275","15144.852071133","1408.862480919","30525.559322586","0.03976332511627907","0.17274526873754154","0.29735180906976744","0.05045841687707641","0.6187125844186047"
"jr0422","300.0","10.0","10.0","5.0","True","5.0","rsp,pm,am,al,lm","71","63","108.54504174268264","0.2","6","0.4323823063385025","['lm'] ['pm', 'am', 'lm']","","0","9","5","1","56","0.0","143.480620144","62.308823528","17.33568905","1540.5898304700004","0.0","0.10914046285714285","0.05480385634920635","0.015873015873015872","0.8876513317460318"
"jr0420","300.0","10.0","10.0","5.0","True","5.0","rsp,pm,am,al,lm","16","13","19.186706085156537","0.2","4","0.5165794306648533","['pm'] ['pm', 'am']","","0","11","2","0","3","0.0","253.42982456","14.971153846","0.0","79.66046512","0.0","0.8277694915384615","0.03167558923076923","0.0","0.23076923076923078"
