rsp,pm,am,al,lm
0.00000000,0.00000000,67.17159763,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,493.99322030
0.00000000,64.59813084,21.86982249,0.00000000,0.00000000
0.00000000,0.00000000,82.79289941,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,163.76949150
0.00000000,0.00000000,107.78698220,0.00000000,0.00000000
0.00000000,79.40186916,76.54437870,0.00000000,759.78305080
0.00000000,0.00000000,15.62130178,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,77.85762712
0.00000000,0.00000000,0.00000000,0.00000000,107.38983050
0.00000000,0.00000000,0.00000000,0.00000000,13.42372881
0.00000000,0.00000000,128.09467460,0.00000000,298.00677970
0.00000000,0.00000000,0.00000000,46.57396631,21.47796610
0.00000000,32.29906542,0.00000000,176.59295560,51.01016949
0.00000000,0.00000000,0.00000000,11.64349158,0.00000000
0.00000000,0.00000000,9.37278106,0.00000000,37.58644068
0.00000000,0.00000000,124.97041420,0.00000000,72.48813559
0.00000000,0.00000000,0.00000000,46.57396631,48.32542373
0.00000000,0.00000000,0.00000000,5.82174579,26.84745763
0.00000000,0.00000000,0.00000000,0.00000000,37.58644068
0.00000000,22.87850467,0.00000000,0.00000000,0.00000000
0.00000000,36.33644860,14.05917160,0.00000000,0.00000000
0.00000000,0.00000000,28.11834320,0.00000000,115.44406780
0.00000000,161.49532710,646.72189350,0.00000000,885.96610170
0.00000000,0.00000000,34.36686391,0.00000000,228.20338980
0.00000000,45.75700935,0.00000000,0.00000000,0.00000000
0.00000000,131.88785050,0.00000000,0.00000000,8.05423729
0.00000000,74.01869159,67.17159763,0.00000000,26.84745763
0.00000000,0.00000000,14.05917160,0.00000000,139.60677970
0.00000000,80.74766355,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,17.46523737,204.04067800
0.00000000,0.00000000,304.61538460,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,13.42372881
0.00000000,0.00000000,262.43786980,0.00000000,16.10847458
0.00000000,0.00000000,0.00000000,0.00000000,126.18305080
0.00000000,0.00000000,192.14201180,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,32.98989280,8.05423729
0.00000000,6.72897196,17.18343195,0.00000000,0.00000000
0.00000000,14.80373832,0.00000000,0.00000000,29.53220339
0.00000000,0.00000000,43.73964497,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,166.45423730
0.00000000,0.00000000,324.92307690,0.00000000,153.03050850
0.00000000,17.49532710,28.11834320,0.00000000,0.00000000
0.00000000,5.38317757,259.31360950,0.00000000,0.00000000
0.00000000,0.00000000,18.74556213,0.00000000,0.00000000
0.00000000,0.00000000,35.92899408,11.64349158,88.59661017
0.00000000,10.76635514,0.00000000,0.00000000,18.79322034
0.00000000,91.51401869,78.10650888,0.00000000,0.00000000
0.00000000,134.57943930,0.00000000,0.00000000,34.90169492
0.00000000,14.80373832,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,381.15976330,112.55375190,861.80338980
82.00000000,51.14018692,0.00000000,0.00000000,0.00000000
10.00000000,0.00000000,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,32.21694915
0.00000000,204.56074770,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,148.40236690,0.00000000,1065.84406800
0.00000000,0.00000000,45.30177515,0.00000000,0.00000000
18.00000000,25.57009346,0.00000000,0.00000000,0.00000000
0.00000000,9.42056075,32.80473373,0.00000000,204.04067800
0.00000000,0.00000000,12.49704142,0.00000000,21.47796610
0.00000000,63.25233645,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,281.89830510
0.00000000,91.51401869,0.00000000,0.00000000,0.00000000
0.00000000,68.63551402,0.00000000,0.00000000,362.44067800
0.00000000,0.00000000,0.00000000,0.00000000,112.75932200
0.00000000,0.00000000,0.00000000,0.00000000,48.32542373
0.00000000,0.00000000,21.86982249,0.00000000,0.00000000
0.00000000,0.00000000,18.74556213,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,102.02033900
0.00000000,41.71962617,0.00000000,0.00000000,88.59661017
0.00000000,0.00000000,0.00000000,0.00000000,67.11864407
0.00000000,0.00000000,0.00000000,0.00000000,110.07457630
