"Sample","injection min","target:inj ratio","at least 1 target minimum","user umi min","force_user_threshold","threshold used","Labels","TotalProjections","ObservedCells","N0","p_e","k_consensus","Entropy","MotifOverrepresented","MotifUnderrepresented","ProjCount_rsp","ProjCount_pm","ProjCount_am","ProjCount_al","ProjCount_lm","UMISum_rsp","UMISum_pm","UMISum_am","UMISum_al","UMISum_lm","MeanUMI_rsp","MeanUMI_pm","MeanUMI_am","MeanUMI_al","MeanUMI_lm"
"p60_ALL_HAN_filters","300.0","10.0","10.0","5.0","True","5.0","rsp,pm,am,al,lm","5129","3840","6416.021167675556","0.2413454904792989","4","0.8523672569452163","['pm'] ['al'] ['lm'] ['pm', 'am'] ['pm', 'lm'] ['al', 'lm'] ['rsp', 'pm', 'lm'] ['pm', 'am', 'lm'] ['pm', 'al', 'lm'] ['rsp', 'pm', 'am', 'lm'] ['pm', 'am', 'al', 'lm'] ['rsp', 'pm', 'am', 'al', 'lm']","['rsp'] ['am'] ['rsp', 'pm'] ['rsp', 'am'] ['rsp', 'al'] ['rsp', 'lm'] ['am', 'al'] ['rsp', 'pm', 'al'] ['rsp', 'am', 'al'] ['rsp', 'am', 'lm'] ['rsp', 'al', 'lm']","226","838","418","1709","1938","4746.786214698","32260.148332846","13837.156425644","73432.20331351","67232.013216989","0.03570242422656251","0.18118787809114584","0.07056907166927083","0.41094733417447915","0.4496124395442708"
"jr0695","300.0","10.0","10.0","5.0","True","5.0","rsp,pm,am,al,lm","232","201","444.2662891332491","0.2","4","0.6773298120918784","['am'] ['lm']","['al']","16","20","38","8","150","502.0","813.1958379499999","2522.056948512","244.93396227199997","6643.947826213999","0.05851610771144279","0.08101462597014926","0.17621895164179105","0.03400095606965174","0.7251748438308457"
"jr0694","300.0","10.0","10.0","5.0","True","5.0","rsp,pm,am,al,lm","383","321","702.6546683516423","0.2","14","0.7578528564467609","['am'] ['al'] ['lm'] ['am', 'lm'] ['al', 'lm'] ['pm', 'al', 'lm']","['rsp'] ['pm'] ['rsp', 'pm'] ['pm', 'al']","9","21","73","76","204","218.111426434","706.47305942","3691.253275121001","3111.71934859","8401.925402626","0.01895642894080997","0.046882192087227416","0.20864118582554514","0.2195915015576324","0.6028522748598131"
"jr0692","300.0","10.0","10.0","5.0","True","5.0","rsp,pm,am,al,lm","177","133","210.08022434350102","0.24299999559912394","4","0.8087154407444271","['am'] ['al'] ['lm'] ['al', 'lm']","['rsp']","8","14","25","89","41","163.99565219","501.41371228300005","1047.750000035","3886.81451602","1362.886042586","0.049173561954887215","0.07801005421052631","0.16389297924812032","0.6235982012030076","0.23654761714285716"
"jr0552","300.0","10.0","10.0","5.0","True","5.0","rsp,pm,am,al,lm","439","390","996.2485970934339","0.2","5","0.6321219633610481","['al'] ['lm'] ['al', 'lm'] ['pm', 'am', 'lm']","['rsp'] ['rsp', 'pm'] ['rsp', 'am'] ['rsp', 'al']","2","45","27","286","79","28.85716543","2656.231853881","821.0","18097.529032514998","2694.6178106489997","0.005128205128205128","0.10371439771794871","0.053343102615384615","0.7273616182564103","0.1673116183076923"
"jr0548","300.0","10.0","10.0","5.0","True","5.0","rsp,pm,am,al,lm","236","221","613.3060530540615","0.2","4","0.43958663137526777","['lm']","['rsp'] ['am']","1","18","7","20","190","21.12859805","832.268882139","371.77571858","779.63122927","10590.76246998","0.002485845475113122","0.06562892411764705","0.03167420814479638","0.08613373104072398","0.8523288987782806"
"jr0547","300.0","10.0","10.0","5.0","True","5.0","rsp,pm,am,al,lm","2401","1721","2607.044770151343","0.2","4","0.8489445460833455","['pm'] ['al'] ['lm'] ['pm', 'am'] ['pm', 'lm'] ['al', 'lm'] ['rsp', 'pm', 'am'] ['pm', 'am', 'al'] ['pm', 'am', 'lm'] ['pm', 'al', 'lm'] ['rsp', 'pm', 'am', 'lm'] ['pm', 'am', 'al', 'lm'] ['rsp', 'pm', 'am', 'al', 'lm']","['rsp'] ['am'] ['rsp', 'pm'] ['rsp', 'am'] ['rsp', 'al'] ['rsp', 'lm'] ['am', 'al']","77","440","231","995","658","1993.8166602600002","18964.055632648997","7272.0","42407.83976513601","24995.15777604","0.02068621366647298","0.19988212266124344","0.07686462318419524","0.5466369470598489","0.32026247291109816"
"jr0448","300.0","10.0","10.0","5.0","True","5.0","rsp,pm,am,al,lm","1364","955","1250.7689962112472","0.19999999999999998","14","0.7776973278417667","['pm'] ['al'] ['lm'] ['rsp', 'pm'] ['rsp', 'lm'] ['pm', 'lm'] ['al', 'lm'] ['rsp', 'pm', 'lm'] ['pm', 'am', 'lm'] ['pm', 'al', 'lm'] ['rsp', 'pm', 'al', 'lm'] ['pm', 'am', 'al', 'lm']","['rsp'] ['am'] ['rsp', 'am'] ['rsp', 'al'] ['pm', 'al'] ['am', 'al'] ['am', 'lm']","120","227","42","232","743","2213.0","6616.371859073999","472.377431908","4953.470175319","18896.867796721002","0.08479395910994765","0.2084144344921466","0.017247212219895287","0.1795857340209424","0.7113701465863874"
"jr0446","300.0","10.0","10.0","5.0","True","5.0","rsp,pm,am,al,lm","127","97","147.81533298806448","0.2","4","0.7680945874502388","['pm'] ['lm'] ['rsp', 'pm'] ['pm', 'am'] ['pm', 'lm'] ['pm', 'am', 'lm']","","9","73","13","9","23","107.876712334","1983.3333334000001","161.0","133.02180686","289.795918387","0.05508902144329897","0.745890779587629","0.058296228144329894","0.0787338444329897","0.1792673288659794"
