rsp,pm,am,al,lm
0.00000000,0.00000000,0.00000000,34.52903226,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,17.74897959
0.00000000,0.00000000,0.00000000,17.26451613,0.00000000
0.00000000,0.00000000,0.00000000,28.05483871,0.00000000
0.00000000,188.74068170,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,35.49795918
0.00000000,0.00000000,0.00000000,148.90645160,0.00000000
0.00000000,0.00000000,0.00000000,34.52903226,0.00000000
0.00000000,0.00000000,0.00000000,30.21290323,0.00000000
0.00000000,0.00000000,10.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,120.85161290,0.00000000
0.00000000,0.00000000,0.00000000,23.73870968,0.00000000
0.00000000,0.00000000,0.00000000,442.40322580,100.03970320
0.00000000,0.00000000,0.00000000,30.21290323,0.00000000
0.00000000,0.00000000,0.00000000,10.79032258,0.00000000
0.00000000,0.00000000,0.00000000,10.79032258,0.00000000
0.00000000,0.00000000,0.00000000,53.95161290,0.00000000
0.00000000,0.00000000,0.00000000,211.49032260,43.56567718
0.00000000,0.00000000,0.00000000,62.58387097,0.00000000
0.00000000,0.00000000,0.00000000,25.89677419,0.00000000
0.00000000,0.00000000,0.00000000,60.42580645,0.00000000
0.00000000,0.00000000,0.00000000,19.42258065,0.00000000
0.00000000,0.00000000,0.00000000,28.05483871,0.00000000
0.00000000,0.00000000,21.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,20.97606679
0.00000000,0.00000000,0.00000000,47.47741935,0.00000000
0.00000000,56.51557136,91.00000000,0.00000000,80.67717996
0.00000000,0.00000000,0.00000000,36.68709677,0.00000000
0.00000000,0.00000000,0.00000000,23.73870968,0.00000000
0.00000000,0.00000000,0.00000000,43.16129032,0.00000000
0.00000000,0.00000000,0.00000000,278.39032260,0.00000000
0.00000000,0.00000000,0.00000000,73.37419355,0.00000000
0.00000000,0.00000000,0.00000000,146.74838710,0.00000000
0.00000000,0.00000000,0.00000000,32.37096774,0.00000000
0.00000000,79.97486513,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,25.89677419,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,30.65732839
0.00000000,0.00000000,0.00000000,200.70000000,0.00000000
0.00000000,0.00000000,0.00000000,21.58064516,0.00000000
0.00000000,0.00000000,19.00000000,0.00000000,0.00000000
0.00000000,0.00000000,0.00000000,142.43225810,0.00000000
0.00000000,0.00000000,0.00000000,15.10645161,0.00000000
0.00000000,0.00000000,0.00000000,25.89677419,0.00000000
0.00000000,0.00000000,0.00000000,51.79354839,0.00000000
0.00000000,0.00000000,0.00000000,73.37419355,0.00000000
0.00000000,0.00000000,0.00000000,66.90000000,0.00000000
0.00000000,0.00000000,0.00000000,15.10645161,0.00000000
0.00000000,0.00000000,0.00000000,21.58064516,0.00000000
0.00000000,0.00000000,0.00000000,23.73870968,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,14.52189239
0.00000000,0.00000000,0.00000000,12.94838710,0.00000000
0.00000000,0.00000000,0.00000000,0.00000000,19.36252319
0.00000000,0.00000000,0.00000000,69.05806452,0.00000000
13.74150735,0.00000000,0.00000000,0.00000000,0.00000000
0.00000000,0.00000000,11.00000000,8.63225807,79.06363636
0.00000000,0.00000000,0.00000000,118.69354840,0.00000000
0.00000000,0.00000000,0.00000000,30.21290323,0.00000000
0.00000000,0.00000000,0.00000000,133.80000000,0.00000000
0.00000000,0.00000000,0.00000000,75.53225806,0.00000000
0.00000000,21.32663070,0.00000000,0.00000000,117.78868270
0.00000000,0.00000000,0.00000000,19.42258065,0.00000000
0.00000000,0.00000000,0.00000000,17.26451613,0.00000000
0.00000000,74.64320745,70.00000000,0.00000000,37.11150278
