Motif,Observed,Expected
rsp,2.0,17
pm,32.0,17
am,64.0,17
al,58.0,17
lm,64.0,17
rsp+pm,0.0,4
rsp+am,2.0,4
rsp+al,0.0,4
rsp+lm,1.0,4
pm+am,20.0,4
pm+al,0.0,4
pm+lm,3.0,4
am+al,8.0,4
am+lm,8.0,4
al+lm,54.0,4
rsp+pm+am,2.0,1
rsp+pm+al,0.0,1
rsp+pm+lm,0.0,1
rsp+am+al,0.0,1
rsp+am+lm,0.0,1
rsp+al+lm,1.0,1
pm+am+al,0.0,1
pm+am+lm,4.0,1
pm+al+lm,0.0,1
am+al+lm,10.0,1
rsp+pm+am+al,1.0,0
rsp+pm+am+lm,1.0,0
rsp+pm+al+lm,0.0,0
rsp+am+al+lm,2.0,0
pm+am+al+lm,3.0,0
rsp+pm+am+al+lm,0.0,0
