Motifs,Observed,Expected,Expected SD,Effect Size,P-value,Degree,Group
[''],0.0,0,1.1754103070361437,0.0,0.40025582578047947,0,4
['rsp'],4.0,1,1.1754103070361437,1.022916341043127,0.05559457443556258,1,3
['am'],1.0,1,1.1754103070361437,-0.29901175384423545,1.0,1,4
['pm'],1.0,1,1.1754103070361437,-0.29901175384423545,1.0,1,4
['al'],3.0,1,1.1754103070361437,0.7009882461557646,0.17748118883645997,1,3
['lm'],7.0,1,1.1754103070361437,1.7009882461557646,0.00046006448028891535,1,1
"['rsp', 'am']",1.0,0,0.5743254482194852,0.5842619326367952,0.2854224590920582,2,3
"['rsp', 'pm']",0.0,0,0.5743254482194852,-0.4157380673632049,1.0,2,4
"['rsp', 'al']",0.0,0,0.5743254482194852,-0.4157380673632049,1.0,2,4
"['rsp', 'lm']",1.0,0,0.5743254482194852,0.5842619326367952,0.2854224590920582,2,3
"['am', 'pm']",1.0,0,0.5743254482194852,0.5842619326367952,0.2854224590920582,2,3
"['am', 'al']",1.0,0,0.5743254482194852,0.5842619326367952,0.2854224590920582,2,3
"['am', 'lm']",1.0,0,0.5743254482194852,0.5842619326367952,0.2854224590920582,2,3
"['pm', 'al']",0.0,0,0.5743254482194852,-0.4157380673632049,1.0,2,4
"['pm', 'lm']",2.0,0,0.5743254482194852,1.1692244333579513,0.04377811141020237,2,3
"['al', 'lm']",1.0,0,0.5743254482194852,0.5842619326367952,0.2854224590920582,2,3
"['rsp', 'am', 'pm']",0.0,0,0.2759564730235768,-0.10617137584038998,1.0,3,4
"['rsp', 'am', 'al']",0.0,0,0.2759564730235768,-0.10617137584038998,1.0,3,4
"['rsp', 'am', 'lm']",0.0,0,0.2759564730235768,-0.10617137584038998,1.0,3,4
"['rsp', 'pm', 'al']",0.0,0,0.2759564730235768,-0.10617137584038998,1.0,3,4
"['rsp', 'pm', 'lm']",0.0,0,0.2759564730235768,-0.10617137584038998,1.0,3,4
"['rsp', 'al', 'lm']",0.0,0,0.2759564730235768,-0.10617137584038998,1.0,3,4
"['am', 'pm', 'al']",0.0,0,0.2759564730235768,-0.10617137584038998,1.0,3,4
"['am', 'pm', 'lm']",0.0,0,0.2759564730235768,-0.10617137584038998,1.0,3,4
"['am', 'al', 'lm']",1.0,0,0.2759564730235768,0.8938286241596101,0.07362502237526036,3,3
"['pm', 'al', 'lm']",1.0,0,0.2759564730235768,0.8938286241596101,0.07362502237526036,3,3
"['rsp', 'am', 'pm', 'al']",0.0,0,0.13210217063677873,-0.024975307062869437,1.0,4,4
"['rsp', 'am', 'pm', 'lm']",1.0,0,0.13210217063677873,0.9750246929371306,0.01731624677329532,4,3
"['rsp', 'am', 'al', 'lm']",0.0,0,0.13210217063677873,-0.024975307062869437,1.0,4,4
"['rsp', 'pm', 'al', 'lm']",0.0,0,0.13210217063677873,-0.024975307062869437,1.0,4,4
"['am', 'pm', 'al', 'lm']",0.0,0,0.13210217063677873,-0.024975307062869437,1.0,4,4
"['rsp', 'am', 'pm', 'al', 'lm']",0.0,0,0.06318487328248307,-0.005749093809739577,1.0,5,4
