Motifs,Observed,Expected,Expected SD,Effect Size,P-value,Degree,Group
[''],0.0,0,4.109891375254388,0.0,2.6428218701781385e-08,0,2
['rsp'],2.0,17,4.109891375254388,-2.649676154438559,4.1731403364286695e-06,1,2
['pm'],32.0,17,4.109891375254388,0.8097554641987379,0.001426933275213415,1,1
['am'],64.0,17,4.109891375254388,1.7877291578687389,1e-10,1,1
['al'],58.0,17,4.109891375254388,1.6480043942021256,1e-10,1,1
['lm'],64.0,17,4.109891375254388,1.7877291578687389,1e-10,1,1
"['rsp', 'pm']",0.0,4,2.097149599998627,-2.4479621012617074,0.026714416037373998,2,4
"['rsp', 'am']",2.0,4,2.097149599998627,-0.8629996005405515,0.3387932188128619,2,4
"['rsp', 'al']",0.0,4,2.097149599998627,-2.4479621012617074,0.026714416037373998,2,4
"['rsp', 'lm']",1.0,4,2.097149599998627,-1.4479621012617074,0.1438361980102664,2,4
"['pm', 'am']",20.0,4,2.097149599998627,1.9443553215170528,4.069032311015234e-08,2,1
"['pm', 'al']",0.0,4,2.097149599998627,-2.4479621012617074,0.026714416037373998,2,4
"['pm', 'lm']",3.0,4,2.097149599998627,-0.44796210126170755,0.8082359737182676,2,4
"['am', 'al']",8.0,4,2.097149599998627,0.7219629001806048,0.09296028164927624,2,3
"['am', 'lm']",8.0,4,2.097149599998627,0.7219629001806048,0.09296028164927624,2,3
"['al', 'lm']",54.0,4,2.097149599998627,3.333397612262952,1e-10,2,1
"['rsp', 'pm', 'am']",2.0,1,1.053784265302154,0.504910691850883,0.306202730114179,3,3
"['rsp', 'pm', 'al']",0.0,1,1.053784265302154,-1.0800518088702733,0.6338094684288796,3,4
"['rsp', 'pm', 'lm']",0.0,1,1.053784265302154,-1.0800518088702733,0.6338094684288796,3,4
"['rsp', 'am', 'al']",0.0,1,1.053784265302154,-1.0800518088702733,0.6338094684288796,3,4
"['rsp', 'am', 'lm']",0.0,1,1.053784265302154,-1.0800518088702733,0.6338094684288796,3,4
"['rsp', 'al', 'lm']",1.0,1,1.053784265302154,-0.0800518088702732,1.0,3,4
"['pm', 'am', 'al']",0.0,1,1.053784265302154,-1.0800518088702733,0.6338094684288796,3,4
"['pm', 'am', 'lm']",4.0,1,1.053784265302154,1.2418762860170893,0.026562605767888155,3,3
"['pm', 'al', 'lm']",0.0,1,1.053784265302154,-1.0800518088702733,0.6338094684288796,3,4
"['am', 'al', 'lm']",10.0,1,1.053784265302154,2.3793798097670242,2.665464134880067e-07,3,1
"['rsp', 'pm', 'am', 'al']",1.0,0,0.5275413063091838,0.6455162437858603,0.24318931857678883,4,3
"['rsp', 'pm', 'am', 'lm']",1.0,0,0.5275413063091838,0.6455162437858603,0.24318931857678883,4,3
"['rsp', 'pm', 'al', 'lm']",0.0,0,0.5275413063091838,-0.35448375621413974,1.0,4,4
"['rsp', 'am', 'al', 'lm']",2.0,0,0.5275413063091838,1.2304787445070164,0.032223529927282904,4,3
"['pm', 'am', 'al', 'lm']",3.0,0,0.5275413063091838,1.6455162437858604,0.0029059849910171498,4,3
"['rsp', 'pm', 'am', 'al', 'lm']",0.0,0,0.2638517374708759,-0.09711453205355892,1.0,5,4
